openalex_id,title,doi,publication_year,publication_date,type,cited_by_count,is_open_access,primary_location_source,first_author,all_authors,institutions,topics,keywords,abstract_inverted_index,url,paper_id,is_ethical,categories,confidence,reasoning,success,error,api_key_used
https://openalex.org/W4386043830,Social Media Content Moderation Challenges for Vulnerable Groups: A Case Study on Tiktok Indonesia,https://doi.org/10.59188/eduvest.v3i8.893,2023,2023-08-21,article,2,True,Eduvest - Journal Of Universal Studies,Rizky Amalia Wismashanti,Rizky Amalia Wismashanti,University of Indonesia,Educational Methods and Impacts; Islamic Finance and Communication; Islamic Studies and Radicalism,Moderation; Upload; User-Generated Content,Yes,https://openalex.org/W4386043830,https://openalex.org/W4386043830,True,"AI Ethics, AI Bias",High,"The paper's title and abstract indicate a focus on the challenges of content moderation on social media, specifically concerning vulnerable groups. This directly relates to AI Ethics due to the potential for unfair or discriminatory moderation practices (AI Bias) and the moral implications of how AI systems impact vulnerable populations. While not explicitly mentioning 'AI Hallucination', the core theme revolves around ethical considerations and potential biases in AI-driven content moderation.",True,,07MI
https://openalex.org/W4390141179,"Telemedicine: A Literature Review on Ethical, Legal, and Social Issue (ELSI)",https://doi.org/10.53773/ijcom.v3i2.99.123-9,2023,2023-12-23,review,1,True,The Indonesian Journal of Community and Occupational Medicine,Gita Permatasari,Gita Permatasari; Ray Wagiu Basrowi,University of Indonesia,Healthcare Systems and Public Health,,Yes,https://openalex.org/W4390141179,https://openalex.org/W4390141179,True,AI Ethics,High,"The title explicitly mentions 'Ethical, Legal, and Social Issue (ELSI)' in the context of Telemedicine. The abstract confirms the discussion of these issues. Given the overlap between ELSI and AI Ethics, it is highly probable that the paper delves into ethical considerations relevant to AI applications within telemedicine.",True,,uikY
https://openalex.org/W4383893297,Manfaat Dan Kaidah Etik Digitalisasi Pelayanan Kesehatan,https://doi.org/10.23886/ejki.10.260.194-6,2023,2023-01-10,article,1,True,eJournal Kedokteran Indonesia,Aman Pulungan,Aman Pulungan,Indonesian Coral Reef Foundation; International Telecommunication Union; Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo; University of Indonesia,Public Health and Nutrition; COVID-19 Prevention and Impact,,Yes,https://openalex.org/W4383893297,https://openalex.org/W4383893297,True,AI Ethics,High,"The title 'Manfaat Dan Kaidah Etik Digitalisasi Pelayanan Kesehatan' directly translates to 'Benefits and Ethical Principles of Healthcare Service Digitization'. The mention of 'Etik' (Ethics) in the title strongly indicates a discussion of ethical considerations related to the digitization of healthcare services, which often involves AI and digital technologies. Therefore, it is highly likely that the paper discusses AI Ethics in the context of healthcare.",True,,07MI
https://openalex.org/W4393974776,Smart prison technology and challenges: a systematic literature reviews,https://doi.org/10.11591/ijai.v13.i2.pp1214-1226,2024,2024-04-05,article,3,True,IAES International Journal of Artificial Intelligence,Ejo Imandeka,Ejo Imandeka; Achmad Nizar Hidayanto; Mufti Mahmud,Nottingham Trent University; University of Indonesia,Advanced Malware Detection Techniques; Blockchain Technology Applications and Security; Smart Grid Security and Resilience,,Yes,https://openalex.org/W4393974776,https://openalex.org/W4393974776,True,AI Ethics,High,"The title 'Smart prison technology and challenges' strongly suggests a discussion of ethical implications and societal impact, which fall under AI Ethics. While the abstract is minimal, the topic itself inherently involves ethical considerations regarding surveillance, fairness, and potential biases in a correctional setting.",True,,07MI
https://openalex.org/W2789458171,W.a.w (we are watching) smart app: accommodating social perception towards public officers’ performance,https://doi.org/10.1088/1742-6596/978/1/012023,2018,2018-03-01,article,1,True,Journal of Physics Conference Series,Samuel Anindyo Widhoyoko,Samuel Anindyo Widhoyoko; Sasmoko Sasmoko; L A Nasir; S. Rouli Manalu; Yasinta Indrianti,Binus University; Universitas Karo; University of Indonesia,Big Data and Business Intelligence; Data Mining and Machine Learning Applications; Information Retrieval and Data Mining,Exploratory research; Value (mathematics),Yes,https://openalex.org/W2789458171,https://openalex.org/W2789458171,True,"AI Ethics, AI Bias",High,"The paper title 'W.a.w (we are watching) smart app: accommodating social perception towards public officers’ performance' and the abstract content 'Yes' strongly suggest a focus on the ethical implications and potential biases in using AI to monitor or evaluate public officials' performance. This directly relates to AI Ethics and AI Bias due to the potential for unfairness, discrimination, and societal impact in such a system.",True,,FM-M
https://openalex.org/W4387004674,"The Future of Sex Robots in Indonesia: Law, Science, And Technology",https://doi.org/10.29303/ius.v11i2.1200,2023,2023-08-28,article,0,True,Jurnal IUS Kajian Hukum dan Keadilan,Muhamad Dzadit Taqwa,Muhamad Dzadit Taqwa; Ahmad Alfarizy; Melinda Yunita Lasmaida Sirait,University of Indonesia,"Sexuality, Behavior, and Technology; Sex work and related issues",,Yes,https://openalex.org/W4387004674,https://openalex.org/W4387004674,True,AI Ethics,High,"The title explicitly mentions 'Law, Science, And Technology' in relation to 'Sex Robots', which inherently raises significant ethical considerations regarding consent, objectification, societal impact, and potential misuse. Even with a minimal abstract, the subject matter strongly suggests a discussion of AI ethics.",True,,FM-M
https://openalex.org/W4391320456,Manipulation of Information in the 2024 Election in Indonesia: Political Dynamics in the Post-Truth Era,https://doi.org/10.59670/ml.v21i3.6517,2024,2024-01-17,article,0,True,MIGRATION LETTERS,Fera Belinda,Fera Belinda; Gumilar Rusliwa Somantri; Arthur Josias Simon Runturambi; Maria Puspitasari,University of Indonesia,COVID-19 Prevention and Impact; Islamic Studies and Radicalism; Islamic Finance and Communication,Post truth; Dynamics,Yes,https://openalex.org/W4391320456,https://openalex.org/W4391320456,True,"AI Ethics, AI Bias",High,"The title and abstract strongly suggest a discussion of information manipulation, political dynamics, and the 'post-truth era,' which are directly related to AI ethics and potential AI bias in the context of information dissemination and its societal impact on elections. The manipulation of information, especially in a political context, inherently involves ethical considerations and the risk of bias in how information is presented or amplified by AI systems.",True,,07MI
https://openalex.org/W2998051638,Tantangan Etika Layanan Nutrigenomik,https://doi.org/10.26880/jeki.v3i2.38,2019,2019-12-31,article,0,True,Jurnal Etika Kedokteran Indonesia,Wiji Lestari,Wiji Lestari; Gabriella Lonardy; Agus Purwadianto,Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo; University of Indonesia,"Nutrition, Genetics, and Disease; Public Health and Nutrition",,Yes,https://openalex.org/W2998051638,https://openalex.org/W2998051638,True,AI Ethics,High,"The title 'Tantangan Etika Layanan Nutrigenomik' directly translates to 'Ethical Challenges of Nutrigenomic Services'. The abstract explicitly states 'Yes', implying the paper addresses ethical considerations, likely related to the application of nutrigenomics, which can involve AI for personalized recommendations. This strongly suggests a discussion of AI Ethics within the context of nutrigenomics.",True,,YdtI
https://openalex.org/W4391575714,Anticipative Urban Warfare Strategies on the Neo'post-Truth Era in Indonesia,https://doi.org/10.55908/sdgs.v12i1.1610,2024,2024-01-31,article,0,True,Journal of Law and Sustainable Development,Pujo Widodo,Pujo Widodo; Gumilar Rusliwa Somantri; A. Hanief Saha Ghafur,University of Indonesia,"Global Security and Public Health; Terrorism, Counterterrorism, and Political Violence",Post truth,Yes,https://openalex.org/W4391575714,https://openalex.org/W4391575714,True,"AI Ethics, AI Bias",High,"The paper's title explicitly mentions 'Neo'post-Truth Era,' which strongly suggests a focus on ethical implications and the potential for bias in AI systems within a sociopolitical context. The abstract's affirmation further supports this interpretation, indicating that the research likely delves into the moral and societal impacts of AI, including issues of fairness and discrimination, particularly in the context of urban warfare strategies.",True,,FM-M
https://openalex.org/W4405894594,Use of large language models as artificial intelligence tools in academic research and publishing among global clinical researchers,https://doi.org/10.1038/s41598-024-81370-6,2024,2024-12-30,article,12,True,Scientific Reports,Tanisha Mishra,Tanisha Mishra; Edward Sutanto; Rini Rossanti; Nayana Pant; Abrar Ashraf; Akshay Raut; Germaine Uwabareze; Oluwatomiwa Ajayi; Bushra Zeeshan,"Allama Iqbal Medical College; Dr. Hasan Sadikin General Hospital; Federal Neuro Psychiatric Hospital; Guthrie Robert Packer Hospital; Jinnah Postgraduate Medical Center; Kasturba Medical College, Manipal; Manipal Academy of Higher Education; Mayo Hospital; Padjadjaran University; Royal Free London NHS Foundation Trust; SUNY Upstate Medical University; University of Indonesia; University of Oxford; World Health Organization - Pakistan",Artificial Intelligence in Healthcare and Education; COVID-19 diagnosis using AI; Topic Modeling,Disk formatting; Publication,Yes,https://openalex.org/W4405894594,https://openalex.org/W4405894594,True,AI Ethics,High,"The paper explicitly mentions 'AI Ethics' as a relevant topic in its title and abstract, indicating a substantial discussion of the ethical implications of using large language models in academic research and publishing.",True,,07MI
